TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
371.47,Credit,Milwaukee,Branch,24,Student,58,1,1187.04,1
182.19,Debit,Mesa,Branch,26,Student,53,1,1176.1,1
1309.79,Debit,San Francisco,ATM,23,Student,139,1,1258.93,1
39.11,Debit,Columbus,Online,26,Student,143,1,518.54,1
118.77,Debit,Atlanta,Branch,55,Engineer,123,1,2104.82,1
75.53,Credit,Fresno,Online,21,Student,157,1,1034.35,1
430.35,Debit,Charlotte,Online,36,Doctor,205,1,354.9,1
183.67,Debit,San Diego,Online,19,Student,238,1,910.26,1
329.69,Credit,San Antonio,Online,26,Student,66,1,1671.66,1
560.15,Credit,Memphis,Online,50,Engineer,92,1,817.83,1
74.88,Debit,Atlanta,ATM,25,Student,202,1,420.67,1
485.51,Credit,Milwaukee,Online,76,Retired,37,1,3074.45,1
870.05,Debit,El Paso,ATM,29,Doctor,39,1,905.25,1
506.24,Debit,Chicago,ATM,58,Engineer,64,1,230.09,1
486.59,Debit,Indianapolis,Branch,57,Retired,119,1,2513.56,1
87.38,Debit,Atlanta,Branch,21,Student,252,1,1504.99,1
694.2,Debit,Milwaukee,ATM,61,Retired,72,1,1389.37,1
581.65,Debit,Boston,ATM,22,Student,176,1,480.19,1
630.24,Debit,Boston,ATM,21,Student,62,1,370.81,1
217.5,Credit,Denver,Branch,46,Engineer,35,1,3057.4,1
1137.63,Debit,Baltimore,ATM,26,Student,144,1,1629.12,1
141.8,Debit,Chicago,ATM,18,Student,116,1,1697.67,1
233.44,Debit,Chicago,Online,20,Student,297,1,1691.88,1
736.73,Debit,Memphis,Branch,48,Engineer,10,1,3313.07,1
52.01,Debit,Mesa,ATM,48,Doctor,85,1,1120.88,1
368.91,Debit,Virginia Beach,Branch,54,Doctor,14,1,829.71,1
183.32,Debit,Raleigh,ATM,21,Student,74,1,137.42,1
288.04,Debit,Denver,ATM,68,Retired,63,1,1748.02,1
237.06,Debit,Phoenix,Online,71,Retired,46,1,1182.77,1
34.17,Credit,Philadelphia,Online,54,Engineer,54,1,726.55,1
110.93,Credit,Virginia Beach,Branch,19,Student,201,1,1952.35,1
399.21,Debit,Portland,ATM,59,Engineer,109,1,3210.39,1
630.36,Debit,Mesa,ATM,62,Retired,52,1,1363.65,1
10.94,Credit,Philadelphia,ATM,60,Engineer,245,1,1241.99,1
11.46,Credit,San Francisco,Online,41,Engineer,128,1,2356.71,1
280.57,Credit,Virginia Beach,Online,25,Student,24,1,293.24,1
1531.31,Debit,San Diego,Online,18,Student,62,4,859.86,1
16.79,Credit,Detroit,Online,30,Doctor,146,1,535.15,1
54.47,Credit,Philadelphia,Branch,23,Student,34,1,1131.42,1
110.08,Debit,Detroit,Branch,19,Student,95,1,1447.26,1
50.26,Debit,Las Vegas,Branch,65,Retired,164,1,1519.38,1
307.41,Debit,Los Angeles,ATM,19,Student,14,1,1057.0,1
20.36,Debit,Tucson,Branch,62,Retired,75,1,2762.48,1
182.79,Credit,Louisville,Online,23,Student,14,1,1251.85,1
33.06,Credit,Fort Worth,Online,53,Retired,170,1,1540.87,1
11.81,Debit,Phoenix,ATM,21,Student,131,1,320.25,1
48.78,Credit,Kansas City,Branch,18,Student,136,1,552.06,1
247.17,Credit,Chicago,Branch,65,Retired,149,1,2611.64,1
63.17,Debit,Fresno,ATM,20,Student,148,1,1676.57,1
372.41,Debit,San Diego,ATM,55,Retired,143,1,3233.87,1
75.15,Debit,Boston,ATM,23,Student,154,1,1092.92,1
24.19,Debit,San Diego,ATM,29,Engineer,28,1,2756.2,1
312.88,Credit,Portland,Branch,54,Engineer,44,1,233.21,1
47.38,Credit,Seattle,Online,25,Student,61,1,459.37,1
115.22,Debit,San Francisco,Branch,27,Engineer,108,1,906.2,1
44.52,Debit,El Paso,Online,28,Student,205,1,314.28,1
1176.28,Credit,Kansas City,ATM,54,Engineer,174,5,323.69,1
24.77,Credit,Nashville,Online,40,Engineer,17,1,478.23,1
132.36,Debit,Colorado Springs,Branch,28,Student,160,1,319.65,1
74.85,Debit,Raleigh,ATM,72,Retired,117,1,2409.73,1
542.75,Credit,Nashville,Branch,70,Retired,63,1,2224.08,1
588.54,Debit,Portland,Branch,32,Engineer,130,1,714.45,1
324.04,Debit,Virginia Beach,ATM,54,Retired,30,1,2248.06,1
186.6,Debit,Washington,Online,58,Doctor,13,1,1508.72,1
173.5,Debit,Nashville,ATM,21,Student,282,1,1306.91,1
1074.95,Debit,Jacksonville,Branch,20,Student,91,1,530.86,1
40.66,Debit,Louisville,Branch,59,Retired,156,1,1153.84,1
259.9,Debit,Oklahoma City,Online,26,Student,100,1,914.28,1
492.06,Debit,Fresno,Online,23,Student,74,1,857.9,1
842.01,Credit,Virginia Beach,Online,53,Doctor,185,1,509.45,1
81.27,Credit,Seattle,Online,22,Student,68,1,1814.48,1
73.55,Debit,Atlanta,ATM,51,Engineer,158,1,2812.06,1
214.83,Credit,Tucson,ATM,23,Student,63,1,991.69,1
305.0,Debit,Phoenix,ATM,22,Student,222,1,944.83,1
644.08,Debit,Atlanta,Online,24,Student,55,1,1980.62,1
218.96,Debit,Seattle,ATM,18,Student,13,1,754.21,1
227.39,Debit,Atlanta,Online,18,Student,65,1,751.09,1
474.05,Debit,San Jose,ATM,57,Retired,214,1,1484.31,1
194.99,Debit,Jacksonville,Branch,34,Engineer,91,1,1370.03,1
157.16,Debit,New York,Branch,20,Student,280,1,1545.77,1
1151.18,Debit,Kansas City,ATM,65,Doctor,105,1,1100.06,1
202.11,Debit,Memphis,ATM,27,Student,18,1,746.47,1
41.49,Debit,Albuquerque,Online,24,Student,13,1,928.33,1
170.53,Debit,Oklahoma City,Branch,24,Student,58,1,801.01,1
93.52,Debit,Philadelphia,Online,51,Engineer,97,1,2791.2,1
350.14,Credit,Los Angeles,Online,75,Retired,38,1,2403.25,1
319.85,Debit,Denver,ATM,60,Doctor,148,1,711.66,1
29.38,Credit,Baltimore,Branch,28,Student,63,1,1663.31,1
611.11,Debit,Detroit,ATM,20,Student,282,4,919.84,1
590.57,Debit,Milwaukee,ATM,79,Retired,93,1,3224.6,1
697.32,Debit,Atlanta,Online,68,Retired,91,1,2016.02,1
356.1,Credit,Fort Worth,Branch,26,Student,187,1,868.35,1
17.45,Debit,Omaha,ATM,18,Student,88,1,1959.52,1
2.03,Credit,Detroit,ATM,33,Engineer,28,1,3012.31,1
442.74,Debit,San Diego,Branch,23,Student,136,1,1790.27,1
623.9,Debit,San Jose,ATM,27,Student,249,1,711.47,1
275.92,Credit,Nashville,Branch,62,Retired,107,1,1777.38,1
1282.86,Debit,Austin,Branch,19,Student,68,1,1830.98,1
54.05,Debit,Louisville,Branch,27,Student,146,1,469.14,1
104.79,Debit,Denver,ATM,70,Doctor,223,1,1352.19,1
518.85,Debit,Kansas City,Online,22,Student,82,1,1806.0,1
677.29,Debit,Houston,Online,27,Engineer,287,1,627.79,1
461.52,Credit,Denver,Branch,24,Student,44,1,1995.18,1
100.52,Debit,Las Vegas,ATM,50,Engineer,110,1,453.39,1
85.35,Debit,Washington,ATM,66,Retired,166,1,2173.76,1
232.79,Credit,Indianapolis,Branch,55,Retired,145,1,2661.3,1
745.03,Debit,Fort Worth,Online,28,Student,231,1,160.57,1
514.33,Debit,Philadelphia,Branch,25,Student,160,1,1592.94,1
92.29,Debit,Albuquerque,Branch,54,Engineer,115,1,2026.32,1
136.32,Debit,Miami,Online,19,Student,113,1,264.83,1
118.1,Debit,Memphis,Online,54,Engineer,167,1,895.66,1
73.28,Debit,Boston,Branch,21,Student,21,1,1329.41,1
689.29,Debit,El Paso,ATM,22,Student,100,1,168.84,1
48.85,Debit,Dallas,ATM,19,Student,176,1,1503.56,1
295.64,Debit,Jacksonville,Online,21,Student,82,1,1061.96,1
107.4,Debit,Virginia Beach,Online,58,Doctor,32,1,344.07,1
77.43,Debit,Raleigh,Online,21,Student,169,1,1380.21,1
124.59,Debit,Charlotte,Branch,27,Student,171,1,129.29,1
144.3,Debit,Oklahoma City,ATM,18,Student,88,1,312.19,1
348.7,Credit,Fresno,Branch,69,Retired,149,1,2445.58,1
463.92,Debit,Mesa,Online,50,Engineer,199,1,2403.39,1
710.14,Debit,El Paso,ATM,26,Student,227,1,465.63,1
358.18,Debit,Boston,ATM,18,Student,157,1,619.86,1
363.53,Debit,Kansas City,ATM,63,Retired,142,1,1038.91,1
320.14,Debit,Milwaukee,Online,60,Retired,96,1,3075.97,1
539.81,Debit,San Francisco,Online,46,Engineer,177,1,2051.25,1
448.33,Debit,Atlanta,ATM,25,Student,161,1,922.19,1
66.58,Debit,Raleigh,Branch,23,Student,79,1,1636.32,1
127.0,Credit,Nashville,Branch,19,Student,68,5,431.16,1
493.42,Debit,Baltimore,Branch,39,Engineer,111,1,2232.84,1
634.86,Debit,Chicago,ATM,27,Student,45,1,588.5,1
322.96,Credit,Philadelphia,Branch,76,Retired,168,1,2401.59,1
1116.48,Debit,San Diego,ATM,51,Engineer,55,1,447.53,1
63.41,Debit,Fort Worth,ATM,26,Student,36,1,1546.22,1
660.02,Debit,Nashville,Branch,20,Student,84,1,414.43,1
334.89,Debit,Fort Worth,Online,21,Student,260,1,1661.68,1
97.09,Debit,Fort Worth,ATM,24,Student,202,4,1579.57,1
423.11,Debit,Columbus,ATM,60,Engineer,47,1,412.78,1
204.56,Credit,San Diego,Branch,18,Student,179,1,364.72,1
377.12,Debit,Houston,ATM,34,Engineer,61,1,836.67,1
552.02,Credit,Chicago,ATM,44,Engineer,100,1,522.08,1
230.46,Debit,Mesa,Online,19,Student,179,1,162.53,1
1063.25,Credit,Omaha,Online,21,Student,128,1,1240.71,1
88.6,Credit,Raleigh,Branch,28,Student,105,1,246.57,1
53.81,Credit,Raleigh,ATM,55,Engineer,37,2,2564.62,1
227.22,Debit,El Paso,ATM,53,Doctor,220,1,832.82,1
498.67,Debit,Miami,Online,28,Student,244,1,1719.97,1
120.24,Debit,Milwaukee,Branch,18,Student,131,2,1943.13,1
40.57,Debit,Columbus,Branch,26,Student,63,1,1476.91,1
541.79,Debit,Mesa,ATM,22,Student,125,1,1454.08,1
1431.3,Debit,Oklahoma City,ATM,18,Student,168,1,1058.13,1
350.15,Credit,Fresno,ATM,21,Student,195,1,296.47,1
198.62,Credit,Tucson,Branch,27,Student,84,1,1196.07,1
1096.7,Debit,Colorado Springs,Online,24,Student,147,1,1093.89,1
152.18,Credit,Los Angeles,Online,39,Engineer,176,4,2459.84,1
245.67,Credit,Portland,Branch,24,Student,107,1,752.25,1
288.28,Debit,Portland,Online,27,Student,36,1,160.83,1
643.22,Debit,Atlanta,ATM,64,Doctor,93,1,1035.86,1
67.57,Debit,Charlotte,Branch,37,Engineer,107,1,2766.12,1
30.23,Debit,Austin,ATM,44,Doctor,99,1,481.13,1
144.77,Debit,Albuquerque,Online,20,Student,159,1,867.32,1
112.05,Credit,Phoenix,ATM,26,Student,159,1,1122.88,1
443.68,Debit,Tucson,ATM,18,Student,137,1,874.15,1
101.04,Debit,San Antonio,ATM,27,Student,160,1,1695.57,1
391.96,Debit,Nashville,ATM,64,Retired,79,1,2174.16,1
116.58,Debit,Raleigh,Branch,43,Engineer,247,1,2620.74,1
1241.05,Debit,Miami,Branch,18,Student,129,1,756.74,1
50.4,Debit,San Antonio,Branch,36,Doctor,84,1,1677.01,1
79.35,Debit,Los Angeles,Online,67,Retired,70,1,1692.15,1
99.36,Debit,Seattle,ATM,40,Doctor,46,1,1272.12,1
114.35,Credit,El Paso,Branch,41,Engineer,21,1,469.12,1
283.81,Debit,San Diego,Branch,28,Student,29,1,1519.35,1
139.45,Debit,Boston,Online,27,Student,31,1,1305.76,1
131.43,Debit,Charlotte,Online,43,Doctor,65,1,1337.5,1
516.72,Debit,Mesa,ATM,42,Engineer,128,1,2015.69,1
374.5,Credit,San Francisco,Branch,26,Student,178,1,1671.51,1
626.9,Debit,Chicago,ATM,23,Student,146,1,587.11,1
42.42,Debit,Sacramento,Online,21,Student,102,1,490.57,1
132.84,Debit,Oklahoma City,ATM,21,Student,143,1,822.73,1
788.84,Debit,Phoenix,Online,58,Retired,231,1,1913.73,1
10.07,Debit,Albuquerque,Online,24,Student,49,1,530.81,1
110.17,Debit,Raleigh,ATM,30,Engineer,137,1,464.2,1
432.1,Debit,San Francisco,ATM,49,Engineer,240,1,2114.3,1
124.35,Debit,Oklahoma City,ATM,72,Retired,90,1,3319.76,1
13.52,Debit,Seattle,ATM,26,Student,65,1,259.77,1
8.37,Debit,Colorado Springs,ATM,63,Retired,135,1,1106.34,1
119.3,Debit,Mesa,Branch,34,Engineer,22,5,319.04,1
107.03,Debit,Miami,Branch,27,Student,73,1,1408.07,1
56.89,Credit,Houston,Branch,59,Engineer,56,1,3034.67,1
235.4,Debit,Detroit,Branch,28,Student,70,1,818.36,1
135.03,Debit,San Francisco,ATM,23,Student,180,1,1278.0,1
254.92,Credit,San Antonio,ATM,28,Engineer,169,1,2791.12,1
139.03,Credit,Los Angeles,Online,50,Engineer,81,1,2276.57,1
83.5,Debit,Dallas,Branch,61,Retired,91,5,1749.79,1
1342.25,Credit,Fort Worth,Branch,21,Student,235,1,694.03,1
193.54,Debit,Oklahoma City,Branch,80,Retired,267,1,2929.51,1
242.39,Credit,San Antonio,ATM,18,Student,271,1,1328.73,1
32.54,Debit,Oklahoma City,Online,25,Student,183,4,1544.88,1
175.07,Debit,Colorado Springs,Branch,26,Student,169,1,1040.25,1
769.97,Debit,San Diego,Branch,22,Student,23,1,1244.93,1
635.4,Debit,Denver,ATM,47,Doctor,106,1,1238.11,1
5.12,Debit,New York,Branch,34,Engineer,90,1,3293.01,1
138.06,Debit,Charlotte,Branch,44,Engineer,159,1,1070.47,1
139.57,Debit,Fort Worth,ATM,19,Student,263,3,271.78,1
175.15,Debit,Detroit,ATM,27,Student,32,1,1712.65,1
159.32,Debit,Seattle,Branch,18,Student,100,1,304.44,1
408.46,Debit,Raleigh,Branch,64,Retired,28,1,3140.79,1
230.61,Debit,Raleigh,Branch,80,Retired,204,1,2561.42,1
426.93,Debit,Omaha,ATM,19,Student,248,1,476.19,1
133.73,Credit,San Jose,Online,25,Student,123,1,1872.22,1
222.39,Debit,Virginia Beach,Online,49,Engineer,73,1,3117.39,1
215.94,Credit,Virginia Beach,Online,22,Student,140,1,1841.69,1
71.53,Credit,Jacksonville,Branch,68,Retired,39,1,2393.73,1
41.51,Debit,Phoenix,Online,28,Student,48,1,609.6,1
342.17,Credit,New York,Branch,21,Student,247,1,461.83,1
320.55,Debit,Milwaukee,Online,50,Engineer,118,1,438.75,1
283.45,Debit,Colorado Springs,Branch,27,Engineer,127,1,2049.51,1
9.83,Debit,Memphis,ATM,24,Student,86,1,666.42,1
194.85,Debit,Jacksonville,Online,23,Student,130,4,319.84,1
374.61,Credit,Mesa,Online,75,Retired,37,1,1389.71,1
353.82,Debit,Milwaukee,ATM,42,Doctor,143,1,705.75,1
253.47,Debit,Atlanta,Branch,20,Student,238,1,220.51,1
268.39,Debit,Miami,ATM,26,Student,171,1,136.74,1
643.38,Credit,Detroit,Online,18,Student,105,1,1046.74,1
341.15,Debit,San Jose,Online,18,Student,148,1,511.37,1
792.57,Debit,Baltimore,ATM,19,Student,164,1,770.37,1
120.29,Debit,Miami,Branch,19,Student,77,1,1362.39,1
126.6,Debit,San Antonio,Branch,22,Student,146,1,961.65,1
101.34,Debit,Boston,ATM,24,Student,46,1,703.26,1
184.97,Debit,Denver,Branch,58,Doctor,268,1,1156.67,1
328.34,Credit,San Diego,Online,42,Engineer,31,1,2840.45,1
516.47,Credit,Charlotte,ATM,25,Student,94,1,1305.06,1
880.04,Debit,Sacramento,ATM,25,Student,29,1,261.97,1
66.69,Credit,San Antonio,Branch,25,Student,140,1,1210.33,1
95.75,Debit,Los Angeles,Branch,31,Engineer,169,1,337.62,1
43.91,Debit,Albuquerque,Online,27,Student,86,1,1806.68,1
162.63,Debit,Kansas City,Online,22,Student,113,1,634.17,1
107.48,Debit,Omaha,Branch,22,Student,129,1,591.23,1
36.57,Debit,Omaha,ATM,62,Retired,69,1,2583.07,1
575.62,Debit,Oklahoma City,Online,43,Doctor,129,1,234.41,1
1212.51,Debit,Indianapolis,Branch,20,Student,24,1,605.95,1
180.65,Debit,Charlotte,Branch,22,Student,38,5,816.01,1
189.12,Credit,Indianapolis,Branch,32,Engineer,103,1,977.01,1
62.86,Debit,Houston,Branch,25,Student,31,1,1040.43,1
521.06,Debit,Albuquerque,Branch,25,Student,128,1,1951.42,1
298.42,Debit,Indianapolis,Branch,56,Retired,225,1,3014.75,1
201.33,Credit,Nashville,Branch,42,Engineer,186,1,2585.07,1
13.48,Debit,Las Vegas,Online,18,Student,20,3,521.88,1
112.07,Debit,Kansas City,Branch,23,Student,51,1,930.3,1
726.61,Debit,Phoenix,ATM,18,Student,277,1,1008.76,1
68.1,Debit,Milwaukee,ATM,20,Student,47,1,1382.8,1
191.62,Debit,Jacksonville,Branch,63,Doctor,51,1,1981.67,1
48.77,Credit,Austin,Online,42,Engineer,51,1,2040.16,1
289.1,Debit,Baltimore,ATM,27,Student,206,1,267.53,1
390.09,Debit,El Paso,Online,26,Engineer,49,1,2617.23,1
183.71,Debit,Denver,ATM,38,Engineer,102,1,552.52,1
309.56,Debit,Charlotte,Online,58,Doctor,147,1,972.04,1
428.61,Debit,Fresno,Branch,51,Retired,131,1,2116.36,1
154.71,Debit,San Diego,Online,34,Doctor,157,1,1523.72,1
5.77,Credit,Los Angeles,Branch,23,Student,254,1,1117.97,1
397.01,Debit,Los Angeles,ATM,22,Student,100,1,719.52,1
38.15,Debit,Mesa,Online,26,Student,108,1,303.68,1
267.17,Debit,Seattle,ATM,26,Student,170,1,1382.62,1
841.28,Debit,Tucson,Online,26,Student,80,1,1103.64,1
598.81,Debit,Philadelphia,Branch,57,Doctor,158,1,1415.52,1
187.88,Debit,Nashville,ATM,60,Engineer,180,1,2154.58,1
317.87,Debit,Detroit,Online,27,Student,91,1,145.5,1
99.16,Debit,San Francisco,Online,79,Retired,202,1,2607.58,1
53.57,Debit,Houston,ATM,69,Retired,121,1,1651.33,1
327.86,Debit,Fresno,Online,40,Engineer,104,1,480.16,1
29.91,Credit,Philadelphia,Online,76,Retired,43,3,2834.84,1
135.85,Debit,Fresno,Online,57,Retired,269,1,1480.39,1
245.54,Debit,New York,ATM,25,Student,180,1,985.06,1
316.95,Debit,Mesa,Branch,25,Student,83,1,1324.03,1
16.73,Debit,Houston,Online,45,Engineer,48,1,2202.62,1
503.76,Debit,Los Angeles,Online,22,Student,35,1,447.82,1
756.59,Debit,Sacramento,Branch,27,Student,17,1,420.65,1
15.74,Debit,Denver,Branch,27,Student,38,1,690.16,1
83.24,Credit,Fort Worth,Branch,55,Doctor,164,1,1181.31,1
147.62,Debit,Charlotte,Branch,71,Retired,133,1,2115.8,1
25.36,Debit,Louisville,ATM,57,Engineer,78,1,201.04,1
858.63,Credit,San Francisco,Branch,27,Student,185,1,1872.96,1
273.92,Debit,Virginia Beach,Online,28,Student,35,1,1029.15,1
644.17,Debit,San Antonio,ATM,29,Engineer,72,1,1143.52,1
442.12,Debit,Los Angeles,Online,19,Student,260,1,1375.8,1
230.66,Debit,Houston,Branch,21,Student,135,1,618.05,1
420.6,Debit,Louisville,Branch,26,Student,55,1,1778.75,1
223.85,Debit,Kansas City,ATM,53,Engineer,55,4,2929.91,1
392.96,Debit,Kansas City,Online,24,Student,100,1,791.65,1
1045.22,Debit,Columbus,ATM,53,Retired,73,1,1829.9,1
333.83,Debit,Fresno,ATM,63,Retired,135,1,1660.66,1
1074.29,Debit,Portland,Branch,67,Retired,79,1,2011.6,1
44.54,Debit,San Antonio,ATM,31,Engineer,164,1,362.4,1
127.45,Debit,Las Vegas,Online,44,Doctor,197,1,1772.06,1
40.32,Debit,Milwaukee,Branch,37,Engineer,95,1,2686.52,1
246.93,Debit,Miami,ATM,23,Student,158,5,673.35,1
248.66,Debit,Chicago,Online,28,Engineer,113,1,2571.39,1
145.54,Debit,Raleigh,Online,21,Student,96,1,1930.96,1
461.25,Credit,Sacramento,Online,54,Doctor,171,1,676.1,1
345.84,Debit,Fort Worth,Online,22,Student,142,3,1402.5,1
303.97,Debit,Fort Worth,Online,24,Student,77,5,1590.88,1
125.14,Debit,Baltimore,Branch,20,Student,31,1,1845.18,1
47.6,Debit,Austin,Online,53,Engineer,115,1,1382.51,1
555.8,Credit,Austin,Branch,19,Student,158,1,1131.26,1
166.99,Debit,Louisville,Online,18,Student,134,1,299.93,1
781.76,Debit,Memphis,ATM,26,Student,123,1,189.69,1
9.18,Debit,San Francisco,Online,22,Student,140,1,887.32,1
332.33,Debit,Kansas City,ATM,27,Student,101,1,192.63,1
494.52,Credit,Mesa,Branch,24,Student,111,1,1620.02,1
185.71,Debit,Virginia Beach,Branch,48,Engineer,194,1,2679.91,1
815.96,Debit,Nashville,ATM,55,Doctor,120,1,1021.88,1
171.42,Credit,Indianapolis,Branch,67,Retired,291,1,2796.24,1
297.03,Debit,Austin,Online,61,Retired,151,1,1088.62,1
92.15,Debit,Oklahoma City,ATM,18,Student,172,1,781.68,1
341.67,Debit,Omaha,Branch,53,Retired,96,5,1442.29,1
42.72,Debit,Nashville,ATM,37,Engineer,143,1,2669.66,1
568.88,Debit,Nashville,Branch,19,Student,105,1,1307.86,1
189.03,Debit,Oklahoma City,ATM,28,Student,50,1,1916.46,1
199.8,Debit,Detroit,ATM,20,Student,163,1,167.28,1
126.29,Debit,Mesa,Online,19,Student,56,1,1122.35,1
349.34,Credit,Indianapolis,ATM,28,Student,245,1,614.14,1
283.15,Debit,Baltimore,Online,24,Student,180,1,603.79,1
151.82,Debit,Chicago,ATM,51,Retired,105,1,2197.12,1
190.02,Debit,Memphis,Online,21,Student,173,1,1528.81,1
19.59,Debit,Charlotte,Branch,64,Retired,122,1,1061.69,1
56.17,Debit,Detroit,Branch,27,Student,283,1,1351.69,1
877.81,Debit,Los Angeles,Online,22,Student,150,1,399.0,1
1156.18,Credit,Phoenix,Online,52,Doctor,40,1,836.69,1
82.17,Debit,Fort Worth,Branch,28,Student,21,1,1913.06,1
1045.45,Debit,Baltimore,Online,19,Student,150,1,563.46,1
169.5,Debit,San Diego,Branch,28,Student,142,1,918.88,1
590.26,Credit,Austin,Branch,25,Student,48,1,1068.28,1
192.73,Debit,Milwaukee,Branch,71,Retired,157,1,2037.75,1
146.01,Debit,San Francisco,Online,26,Student,269,1,221.79,1
136.05,Debit,Atlanta,Online,24,Student,63,3,1127.54,1
11.57,Credit,New York,Branch,56,Retired,64,1,2061.61,1
7.82,Debit,Boston,ATM,36,Engineer,273,1,2240.49,1
386.97,Debit,Raleigh,Branch,58,Retired,137,1,1876.35,1
51.22,Debit,Fresno,Branch,23,Student,82,1,1664.59,1
7.79,Debit,Los Angeles,Branch,34,Doctor,298,1,1319.85,1
22.01,Credit,Sacramento,Online,41,Engineer,175,1,1335.09,1
36.76,Credit,Philadelphia,Online,65,Retired,108,1,1228.93,1
626.9,Debit,Denver,Online,26,Student,138,1,265.51,1
164.49,Debit,Baltimore,Branch,26,Student,75,1,1509.27,1
176.37,Debit,Boston,Branch,55,Retired,126,1,2420.86,1
122.63,Debit,Milwaukee,Branch,21,Student,153,1,359.06,1
86.41,Debit,Fresno,ATM,75,Retired,125,1,3128.71,1
82.67,Debit,Milwaukee,Branch,26,Student,46,1,290.59,1
346.76,Credit,San Jose,Branch,21,Student,116,1,1637.75,1
47.48,Debit,El Paso,Branch,24,Student,66,1,585.52,1
304.31,Debit,Louisville,Branch,27,Student,33,1,868.61,1
350.72,Credit,Fresno,ATM,28,Student,48,1,1982.9,1
55.32,Debit,Tucson,ATM,19,Student,117,1,241.79,1
167.47,Debit,Sacramento,ATM,35,Engineer,103,1,2293.13,1
335.63,Debit,Oklahoma City,Online,55,Retired,216,1,1019.39,1
43.65,Credit,Charlotte,Branch,30,Engineer,212,1,2870.67,1
78.13,Debit,Milwaukee,Branch,26,Student,145,1,900.61,1
510.24,Debit,Oklahoma City,Online,19,Student,105,1,781.7,1
486.08,Debit,Oklahoma City,Online,18,Student,68,1,1748.69,1
451.15,Debit,Colorado Springs,ATM,46,Engineer,175,1,1356.47,1
37.7,Debit,Miami,ATM,20,Student,109,1,1741.1,1
281.85,Debit,Detroit,ATM,22,Student,109,1,1585.98,1
231.91,Debit,Memphis,ATM,34,Engineer,165,1,112.76,1
148.0,Debit,Tucson,Branch,20,Student,35,1,1488.65,1
234.57,Debit,Chicago,Online,23,Student,120,1,263.98,1
375.45,Debit,Fort Worth,Branch,19,Student,32,1,1307.23,1
117.97,Debit,Kansas City,Branch,51,Retired,137,1,1475.46,1
60.65,Credit,Tucson,Branch,56,Retired,53,1,1047.28,1
9.1,Credit,San Francisco,Online,52,Retired,63,1,2791.45,1
185.99,Credit,Fresno,Branch,41,Engineer,53,1,402.45,1
21.41,Debit,Louisville,Online,57,Doctor,99,1,658.91,1
38.81,Credit,Virginia Beach,Online,25,Student,145,1,1619.6,1
278.28,Debit,Jacksonville,Branch,28,Student,26,1,1346.88,1
254.21,Debit,Phoenix,ATM,48,Engineer,46,1,2487.2,1
388.1,Credit,Los Angeles,Online,73,Retired,40,1,3022.12,1
215.39,Debit,Detroit,ATM,27,Student,216,1,1582.55,1
95.55,Debit,Louisville,Branch,33,Engineer,51,1,2434.74,1
213.4,Credit,Fort Worth,Branch,73,Retired,100,1,2012.24,1
1049.92,Debit,Detroit,ATM,80,Retired,21,1,2037.85,1
227.14,Debit,Charlotte,ATM,18,Student,294,1,341.94,1
973.39,Debit,Sacramento,Branch,77,Retired,296,1,2042.22,1
391.66,Debit,Fresno,Branch,50,Engineer,103,1,2406.31,1
119.95,Credit,Philadelphia,Branch,62,Retired,47,5,2596.61,1
506.28,Credit,Chicago,Online,53,Retired,162,2,1309.95,1
74.04,Debit,Memphis,Online,18,Student,66,1,1690.23,1
20.27,Debit,Miami,Branch,18,Student,22,1,796.35,1
45.85,Debit,Los Angeles,ATM,20,Student,92,1,1659.15,1
93.26,Credit,New York,Online,20,Student,72,1,1152.2,1
197.18,Debit,Tucson,Online,28,Engineer,135,1,3114.92,1
353.59,Credit,New York,Branch,52,Retired,109,5,1822.34,1
330.61,Credit,Nashville,Branch,64,Retired,113,1,2525.25,1
492.84,Debit,Indianapolis,ATM,25,Student,38,1,577.67,1
233.74,Credit,Oklahoma City,Online,66,Retired,17,1,1066.59,1
388.98,Debit,Fresno,ATM,23,Student,155,1,1819.91,1
514.95,Debit,New York,Online,41,Doctor,142,5,421.93,1
170.26,Debit,Chicago,ATM,27,Student,265,1,1969.48,1
471.84,Debit,Raleigh,ATM,18,Student,138,1,1044.33,1
0.86,Debit,Colorado Springs,ATM,25,Student,139,1,1357.22,1
322.48,Debit,Jacksonville,ATM,27,Student,57,1,1238.43,1
169.47,Debit,Chicago,Online,24,Student,19,1,1806.16,1
377.92,Debit,Raleigh,Branch,33,Engineer,204,1,2254.71,1
793.88,Credit,Los Angeles,ATM,22,Student,252,1,1404.06,1
260.88,Debit,Denver,Branch,22,Student,36,1,903.05,1
267.9,Debit,San Antonio,Online,20,Student,160,1,596.16,1
366.43,Credit,Portland,Online,21,Student,92,1,1560.45,1
662.11,Debit,Atlanta,Branch,23,Student,219,1,1996.38,1
336.39,Debit,San Antonio,Branch,21,Student,18,1,1000.46,1
73.23,Debit,Portland,Branch,26,Student,14,1,787.74,1
1362.55,Debit,El Paso,ATM,29,Engineer,106,1,2429.68,1
35.76,Debit,Charlotte,Branch,23,Student,122,1,611.86,1
1022.75,Credit,San Jose,Branch,62,Doctor,158,1,207.74,1
20.64,Debit,Charlotte,Branch,22,Student,59,1,949.38,1
